row_index,name,token,5m_change,1h_change,6h_change,5m_transactions,5m_volume,mcp,liquidity_sol,holders,open_time,top10_holders,dev_hold_%,dev_burnt,telegram,timestamp,fdv_surge_amount,fdv_surge_percent
15,cristiano ronaldo,2kLGbfu1oD4CTj1yr9ZPCzDqGVFWaMDNGNVnWdZoxiSj,147.9%,11.04%,298.3%,508,97.6K,54.1K,76.63,1292,178d,18.88%,0%,-,https://t.me/cristianosolana,2024-11-21 03:38:15,32.3K,+147.9%
16,Baby Pnut,EzhszTzoSRkkNgGgbpjEkYmWJgoazj41ooTpUSvkEE9g,47.96%,-18.27%,5651.9%,524,120.4K,476.7M,236.45,299,1h,10.16%,0% Add Liquidity,-,https://t.me/babypeanutcto,2024-11-21 03:38:15,154.8,+48.05%
17,manual car,5Hd9FVXBQExSwawquJyMyMkdVxynoXgiGh1UxuR1pump,31.98%,41.1%,6052.5%,1582,21.7K,466.8K,176.98,1006,2h,22.42%,0%,-,https://t.me/manualcarcto,2024-11-21 03:38:15,113K,+31.94%
18,JUST A CHILL QUANT,76niNn9kZivmQe36oDC66pYUDdXko2YtoyLoMGRBpump,33.09%,0.21%,-57.05%,1604,8.3K,91.9K,77.95,2023,19h,21.82%,0%,-,https://t.me/chillquant,2024-11-21 03:38:15,23.6K,+34.13%
19,Evolution of Epoch001,CK2V1xrUo6DFsoRJNYbbD893e5mUq4yAv2NtDH7Wpump,82.64%,82.64%,82.64%,524,63.1K,166.1K,84.85,294,4min,12.06%,0% Add Liquidity,-,,2024-11-21 03:38:15,75.2K,+82.64%
20,this picture is cursed,Bcc73hrGP4JKmpF1K8VojSb9w5A2Cys2xiRyCSggpump,104.4%,74.98%,1172.1%,1766,18.5K,88.7K,57.32,393,2h,22.96%,0%,-,https://t.me/cursedonsol_cto,2024-11-21 03:38:15,45.3K,+104.4%
21,Brainrot Super Cycle,Bw2X2sVCz2fFcM7atjk2Lg9jUARkoUSawsgrsZvSpump,106.4%,106.4%,106.4%,530,59.9K,188.5K,92.63,317,3min,12%,0% Add Liquidity,-,,2024-11-21 03:38:15,97.2K,+106.4%
22,Justice For Ginger,Cckvy6diaHDpAhTBBsdyEbvWrJusjj87or2LUxzYpump,99999%,99999%,99999%,533,285.1K,203.1M,260.5,259,4min,29.3%,0%,-,,2024-11-21 03:38:15,203,
23,Kerope,G7MJbB14hHm4LCzBptJSynMi6jUac6dB5dybXzFhkrMG,39.11%,-84.75%,-83.81%,799,77.4K,754.8K,355.83,13024,9h,3.08%,0% Add Liquidity,-,https://t.me/Kerope_Portal,2024-11-21 03:38:15,212.2K,+39.11%
24,PhilB Chill Guy,DUstrGofSPeKfwu6uCHYVzrcnEXmCvmtoEvwhCM2pump,210.2%,2324.8%,2324.8%,550,165.7K,213.6K,79.01,116,1min,31.92%,0%,-,,2024-11-21 03:38:15,144.7K,+210.2%
25,Sentient TikTok Dog,95Kv1ww61VemD2bN2W4EPvno6kzTf6PSF4hnowzsUgXf,40.98%,979.8%,979.8%,583,100.7K,72.5K,63.8,282,5min,21.51%,0%,-,,2024-11-21 03:38:15,21.1K,+40.98%
26,Josh Brecheen,EAd2Z6sLYRwCYnTWa2vSA9eiyfgk7pDASc57Yzk5pump,118.5%,118.5%,118.5%,512,54.6K,198K,90.45,349,4min,11.54%,0% Add Liquidity,-,,2024-11-21 03:38:15,107.4K,+118.5%
27,Baby Pnut,AagioQThfyjaKp7jQQ1MYYZH9K8tBK6df26ypxTTjsJK,30.98%,108.4%,9906%,576,48.5K,230.4M,87.05,275,1h,10.16%,0% Add Liquidity,-,https://t.me/babypeanutcto,2024-11-21 03:38:15,54.5,+30.98%
28,the Doge FATHER,FUAbDqUwbjrkAuM4wTGHQx8ZqDxHmAwaAGZvjrQ6sufp,30.61%,-49.7%,-88.15%,683,101.5K,1.2M,349.29,11883,13h,18.66%,0% Add Liquidity,-,https://t.me/DOGEFATHER_Official_Portal,2024-11-21 03:38:15,291.5K,+30.89%
29,Just a rocket guy,CmHZexM6QpWiZwAYb6igPhC3TpMnRFayNJLUfCpPpump,34.49%,245.1%,4634.1%,544,91K,323.1K,153.32,1571,47min,18.36%,0%,-,,2024-11-21 03:38:15,82.9K,+34.49%
30,im just a girl,8TFJUPvQgzPXZadxWUA7vvaNhbiPw3KXdtfVTGsnpump,96.95%,176%,-4.54%,515,185.7K,2.1M,393.02,3827,1d,20.39%,0%,-,https://t.me/justagirlcto,2024-11-21 03:38:15,1,+96.52%
31,Floofnoodles,X3rigWZSJhEE5DCQVWhnEChpWkJyHfidwXUSQPBpump,33.45%,93.87%,257%,828,523.5K,6.4M,796.87,9048,8h,14.23%,0%,-,https://t.me/FloofNoodle,2024-11-21 03:38:15,1.6,+33.1%
32,21,EzG93Y2AatLFaafrfyqYAkZVhcYNErXKFPTK3LKipump,36.9%,118.2%,4476.9%,518,110K,307K,153.08,1007,1h,22.98%,1.76%,-,,2024-11-21 03:38:15,82.8K,+36.9%
33,Suilor Moon,9wkfM6Gh3nigdpcad8FQphfVYzKZMHSSqBqrYqvVpump,48.3%,342.2%,342.2%,612,81.8K,113.5K,87.2,330,8min,8.33%,0%,-,,2024-11-21 03:38:15,37K,+48.3%
34,group leader,FrQvTHJ6v2cww9g4aipQQgVv2dJJPKKdRq3gWsTZpump,176.3%,3765.7%,3765.7%,542,202.2K,271.5K,79.01,181,2min,34.68%,4.46%,-,https://t.me/groupleadersol,2024-11-21 03:38:15,173.2K,+176.3%
35,Bunni,CV3XoAFRaxAydqFVDKXSUbb1GhD9S6Ek5A89fYzkpump,80.9%,1238.8%,1238.8%,529,73K,176.6K,79.01,226,4min,12.88%,0%,-,,2024-11-21 03:38:15,78.2K,+80.13%
36,group leader,CEzVb3BTLTA6w8fDdhsUCAoBNpgvHS1QwRGrYELJpump,109%,109%,109%,571,66.1K,192.6K,85.49,305,4min,11.27%,0% Add Liquidity,-,https://t.me/groupleadersol,2024-11-21 03:38:15,101K,+109.6%
37,this picture is cursed,Bcc73hrGP4JKmpF1K8VojSb9w5A2Cys2xiRyCSggpump,50.14%,194.2%,1486.7%,1122,23.5K,110.6K,73.83,445,3h,23.69%,0%,-,https://t.me/cursedonsol_cto,2024-11-21 03:38:15,37K,+50.2%
38,PhilB Chill Guy,DUstrGofSPeKfwu6uCHYVzrcnEXmCvmtoEvwhCM2pump,19.34%,6520.6%,8833.6%,1528,454.4K,786.9K,266.93,2139,32min,22.36%,0%,-,,2024-11-21 03:38:15,227.9K,+38.62%
39,theknightinshiningarmor,7c2ygQhcLb4o4XTPBXChs7Z9FGCBqCtSPcCEg8A3pump,41.39%,-63.44%,41.88%,1092,941.7,10.7K,24.4,224,3h,17.68%,0%,-,https://t.me/IWAScto,2024-11-21 03:38:15,3127.0748,+41.39%
40,First Chill Girl,BFramRKCZuq4872sDM5Ldt4VasmzLasePtKeHVtZiUA3,695.1%,8398.7%,8398.7%,901,897K,607.9K,79.01,267,1min,25.86%,0%,-,,2024-11-21 03:38:15,572.5K,+805.8%
41,divinely protected,GcWVDkoaBWZYW7bBgqCHDiqAmfnwwPxvbusA3s77pump,17.97%,103.1%,335.6%,508,521.3K,5.2M,762.9,2649,6h,18.38%,0%,-,https://t.me/thedivinelyprotectedcoin,2024-11-21 03:38:15,1.2,+30.39%
42,Pumba the wild cat,5osWwtV3BTfTAW5kkWhkvMsHVmYAsNy9zVkffyiGh5GF,31.45%,88.98%,206.1%,1337,6.6K,160.9K,127.89,1532,55d,19.16%,0%,-,https://t.me/PumbaCaracal,2024-11-21 03:38:15,38.3K,+32.06%
43,Meow The Rizzer,BfRfG6KG5tfBdYC1pps7c2JQgAZXcJsVhdgcvnLopump,25.53%,565%,400.1%,520,282K,1M,345.36,2762,11h,14.96%,0%,-,https://t.me/rizzercto,2024-11-21 03:38:15,306.9K,+38.78%
44,ai16zguts,9T6owj9NLBh5qUJtmp5y2qAKPckdpbAEHjmACamTgCaP,56.88%,147.1%,810.7%,515,138.3K,154.3K,79.01,175,4min,23.95%,0%,-,https://t.me/ai16zguts,2024-11-21 03:38:15,56K,+56.88%
45,I identify myself as normie,Gjnk5wzZhYm1Vfw5aeHyWxyWsGDBSqAEcxk9Hwd7pump,31.66%,28.78%,11.39%,1050,5.1K,153K,110.61,1279,7h,18.5%,0%,-,https://t.me/CTONormie,2024-11-21 03:38:15,36.7K,+31.61%
46,CHEWBIE,4CpNJoeUbYQnstK681eibMYsK6Zy1d2Zp3cWaYFrpump,37.55%,405.9%,405.9%,570,92.3K,130.2K,88.12,362,10min,4.8%,0%,-,,2024-11-21 03:38:15,38.2K,+41.58%
47,manual car,5Hd9FVXBQExSwawquJyMyMkdVxynoXgiGh1UxuR1pump,50.04%,-26.76%,3569.5%,1283,30.9K,278.4K,129.31,1049,3h,21.17%,0%,-,https://t.me/manualcarcto,2024-11-21 03:38:15,85.8K,+44.22%
48,BRONNY,F2wdtRpXq5QerpwsfzpXbg8WxZ82W6rRV5Hj3Svypump,213.1%,211.8%,1915.3%,514,58.8K,112K,52.2,492,146d,34.5%,0%,-,https://t.me/bronnyportal,2024-11-21 03:38:15,89.5K,+250.2%
49,BANANA SEASON,EJzzTqciUjY1QkUBBfLpzXS8vnFThhHYM9MUabLYpump,158.5%,158.5%,158.5%,516,80K,239.1K,86.03,310,3min,11.59%,0% Add Liquidity,-,,2024-11-21 03:38:15,146.6K,+158.5%
50,Just a chill kid,8szWaWL8f9zXuKZ3CTTUcNxffMEHQg3s9YjgDfRGpump,75.16%,39.71%,58.43%,1570,4.5K,49.5K,48.29,460,13h,23.57%,0%,-,https://t.me/chillkidctogroup,2024-11-21 03:38:15,12.3K,+43.51%
51,First Chill Boy,2WseGQpsNECS3AeTm29MSLJK5tfrKHJDEsLY83Hapump,325.8%,2647.8%,2647.8%,657,284.1K,190.8K,79.01,158,1min,25.26%,0%,-,,2024-11-21 03:38:15,140.7K,+419.3%
52,PINKAT,A8sGHGtL2CXRdqqKHHUdtzC7oYYQiZ7WnUXSkzXvpump,37.92%,456.5%,456.5%,987,209.9K,141.2K,81.93,351,23min,7.17%,0%,-,,2024-11-21 03:38:15,53.8K,+56.14%
53,ahh moment,7Hg7TZmnAjieYEoeH8WN354JADR8emG8RWJtuCtBpump,45.77%,-28.87%,4558.1%,842,171.4K,1.1M,284.3,5413,6h,21.7%,0%,-,https://t.me/ahhmomentportal,2024-11-21 03:38:15,304.6K,+38.5%
54,Just Like Me Fr,E5bR9oFb8LQvk95Cbz4Lz5tGWq1NMyuf3p7WLQPapump,141.5%,3307.5%,3307.5%,504,365.7K,238.5K,79.01,243,2min,23.08%,0%,-,,2024-11-21 03:38:15,127.1K,+128.7%
55,First Chill Cat,42TmAF5TLaqRZjD8HxkPEEkPuFjUKtZux4hBaq1qpump,90.1%,101.2%,101.2%,502,54.2K,186.3K,83.6,262,5min,12.67%,0% Add Liquidity,-,,2024-11-21 03:38:15,88.3K,+90.1%
56,Trump's Dog,AF4NhcCR3Xwb5WUafoeCs567SAQqJ7LDDXbznr4SWwrr,3663.9%,4123.1%,4123.1%,618,122K,5.1M,264.9,434,9min,11.78%,45.82% Remove Liquidity,-,,2024-11-21 03:38:15,5,+3663.9%
57,Suilor Moon,9wkfM6Gh3nigdpcad8FQphfVYzKZMHSSqBqrYqvVpump,25.07%,465.7%,465.7%,501,75.4K,145.2K,101.45,650,43min,7.93%,0%,-,,2024-11-21 03:38:15,56.7K,+48.79%
58,Neymar JR,HW99ti9uE9eR3y4CwA2NNY1b3si9PNXvDBsjokXbpTwk,151.4%,132.4%,423.3%,512,98.8K,30.6K,61.93,305,176d,23.48%,0%,-,https://t.me/neymarcoinonsol,2024-11-21 03:38:15,18.7K,+153.6%
59,first chill lofi cat,62x94fkjNFp8jn3iiPgTFyeYQsnYNDKw3YhY88Dmpump,61.76%,2108.9%,2108.9%,534,175.4K,158.3K,79.01,122,3min,29.17%,0%,-,,2024-11-21 03:38:15,57.3K,+58.57%
60,Catar,96ZFPApCCLhYmLc1HYYHN1mjWHJPe9MmQT29qGE4p7rD,119.1%,145.7%,145.7%,514,18.3K,63.9K,30.77,162,200d,18.91%,0%,-,https://t.me/+9m80h0Ovx9UzZDM0,2024-11-21 03:38:15,34.7K,+119.1%
61,First Chill Dog,5E5SKTzCpT78ETxWYFBhvYYRk9qxdaNhmVE6gsiYpump,120.1%,120.1%,120.1%,537,57K,203.6K,87.26,305,3min,13.75%,0% Add Liquidity,-,,2024-11-21 03:38:15,106.2K,+114.8%
62,first chill platform,Gyv5WARZTUFkzV9cye47BBBJaWfvu7vgVjXtTF1bpump,452.4%,1665.3%,1665.3%,515,109.6K,125.8K,79.01,216,40s,23.14%,0%,-,,2024-11-21 03:38:15,100.3K,+440.6%
63,Chill Bear,ypKVdyGm6i98mJbrjZK4MTZXKjRFiHnodBY4kPDpump,110%,3160%,3160%,512,122K,230K,124.92,346,5min,12.83%,0%,-,https://t.me/ChillBearSB,2024-11-21 03:38:15,120.5K,+110%
64,TheOdd1sOut,HH33eE72aNKfYeZLYmoKvtw8qqnJUw7eE8y5iJampump,140.5%,844.7%,3247%,516,134.2K,238.1K,79.01,452,4min,17.86%,0%,-,,2024-11-21 03:38:15,139.1K,+140.5%
65,Kerope,G7MJbB14hHm4LCzBptJSynMi6jUac6dB5dybXzFhkrMG,30.4%,-38.63%,-83.14%,501,56.7K,796.8K,386.17,10647,11h,3.29%,0% Add Liquidity,-,https://t.me/Kerope_Portal,2024-11-21 03:38:15,185K,+30.23%
66,chillest cat on TikTok,QNmvAVebYCriegBaZonaN59wLAcJS8XExftzUrgtkWZ,46.67%,1962.5%,1962.5%,512,162K,143.4K,79.01,297,4min,33.17%,0%,-,,2024-11-21 03:38:15,47.6K,+48.68%
67,CHEWBIE,4CpNJoeUbYQnstK681eibMYsK6Zy1d2Zp3cWaYFrpump,48.8%,577.4%,577.4%,1254,208.7K,174.4K,99.74,672,41min,4.16%,0%,-,,2024-11-21 03:38:15,50.1K,+42.73%
68,Bitcoin to 100k,EmimwxQwxz8BLKcqSACBHyXCiQgqysQoZu2jg4nnpump,132%,331.4%,1910.7%,519,115.4K,225.1K,79.01,450,5min,24.27%,0%,-,https://t.me/bitcoin_to_100k,2024-11-21 03:38:15,126.6K,+130.5%
69,PhilB Chill Guy,DUstrGofSPeKfwu6uCHYVzrcnEXmCvmtoEvwhCM2pump,37.92%,-76.88%,576.6%,2010,6.1K,59.6K,65.58,1439,1h,16.33%,0%,-,,2024-11-21 03:38:15,16.4K,+37.84%
70,say less,4t8DQbLnPLZXuFTZWoRTo85fA2Fv7B4qcGVsCkTxpump,48.02%,1795.3%,1795.3%,523,362.8K,128.9K,79.01,310,1min,17.01%,1.06%,-,,2024-11-21 03:38:15,41.8K,+48.02%
71,Meow The Rizzer,BfRfG6KG5tfBdYC1pps7c2JQgAZXcJsVhdgcvnLopump,33.88%,304%,878.9%,581,229.8K,2.1M,409.57,3848,12h,14.35%,0%,-,https://t.me/rizzercto,2024-11-21 03:38:15,524.1K,+33.88%
72,simp,Gr11mosZNZjwpqnemXNnWs9E2Bnv7R6vzaKwJTdjo8zQ,39.42%,90.53%,99999%,1763,70.5K,1.3M,207.74,4823,5h,24.82%,1.52% Add Liquidity,-,https://t.me/simpcoinonsol,2024-11-21 03:38:15,368.2K,+39.42%
73,Melberries,CsQaBeZXNzsKVUH3Mu5dKusR84e7jVgjAr1QbydPpump,99999%,99999%,99999%,504,295.1K,378.5M,277.71,157,4min,29.39%,0%,-,,2024-11-21 03:38:15,378.4,
74,The first chill guy,GUbf1v1LaoApVhjQ171KeB46AG9ccW27duoWTbQbpump,246.4%,1366.8%,1366.8%,504,179.4K,102.1K,79.01,205,33s,39.23%,0%,-,,2024-11-21 03:38:15,72.7K,+246.4%
75,ChilledCow,Atop35vNDrBSd9N7AGikAmhfaCVeKHUa9CkxRYZbpump,33.18%,1762.7%,1762.7%,774,172.9K,131.4K,79.01,252,4min,22.26%,0%,-,,2024-11-21 03:38:15,32.7K,+33.18%
76,Just Like Me Fr,E5bR9oFb8LQvk95Cbz4Lz5tGWq1NMyuf3p7WLQPapump,37.3%,2724.1%,8254.7%,559,127.5K,584.7K,170.74,1146,42min,18.49%,0%,-,,2024-11-21 03:38:15,158.8K,+37.3%
77,ahh moment,7Hg7TZmnAjieYEoeH8WN354JADR8emG8RWJtuCtBpump,31.23%,168.8%,1980.7%,806,46.6K,1.5M,327.44,6129,7h,21.7%,0%,-,https://t.me/ahhmomentportal,2024-11-21 03:38:15,350.1K,+31.23%
78,This is fine,BgpZ9cXE2dRMTUPhroffbMQm3q8QTLpRorpHYeJspump,30.04%,100.5%,-17.83%,827,121.1K,5.9M,855.32,20760,16h,10.89%,0.56%,-,https://t.me/Fineinsol,2024-11-21 03:38:15,1.4,+30.04%
79,first chill platform,Gyv5WARZTUFkzV9cye47BBBJaWfvu7vgVjXtTF1bpump,295.4%,1964.9%,1964.9%,511,120.3K,147.1K,97.33,625,35min,21.49%,0%,-,,2024-11-21 03:38:15,109.9K,+295.4%
80,Kyle,3rbhvM528CFT9sjW6VC2jwEACqwHNLwk9guYCdW1pump,108.9%,508.5%,486.8%,510,46.9K,204.3K,95.07,831,12d,20.23%,0%,-,https://t.me/kyleonsol,2024-11-21 03:38:15,106.5K,+108.9%
81,CatGPT,7sUWMpHuyDbcppLpQHrnW58NXKRbESVokRut35yNpump,32.73%,-4.48%,18.51%,706,26K,2.1M,381.57,2942,6h,25.3%,0%,-,,2024-11-21 03:38:15,506.4K,+32.73%
82,First Chill Girl,BFramRKCZuq4872sDM5Ldt4VasmzLasePtKeHVtZiUA3,32.89%,417.5%,99999%,1731,789.6K,7.7M,772.41,6838,1h,13.94%,0%,-,https://t.me/firstchillgirl,2024-11-21 03:38:15,2.4,+42.32%
83,WIZ,J2Wi1h9sd2dyavLvyoq6zY1fUk52ND9XyE3sVkV6pump,31.64%,-12.58%,-44.49%,1445,16K,484.4K,192.8,10089,11h,14.47%,0%,-,https://t.me/wizzzcto,2024-11-21 03:38:15,116.4K,+31.64%
84,Meow The Rizzer,BfRfG6KG5tfBdYC1pps7c2JQgAZXcJsVhdgcvnLopump,35.91%,-37.1%,551.3%,721,213.6K,983.3K,288.38,4292,12h,15.41%,0%,-,https://t.me/rizzercto,2024-11-21 03:38:15,259.8K,+35.91%
85,KitKat,93WBnQk39rb35pmmW1DN8JPq5bittyAZtFuPMJQL9i6i,180.3%,236.2%,49.63%,507,74.6K,49.6K,29.78,713,291d,22.4%,0% ,-,https://t.me/chunkyonsol,2024-11-21 03:38:15,31.9K,+180.3%
86,JUMPEPE,5ZXcvPKVQ8TZSQ57MF1hczXdxATuQuDZqbjibyMSPXws,100.3%,1366%,1366%,3491,3.5K,10.2K,9.38,92,31min,35.99%,5% Add Liquidity,-,https://t.me/jumpepe_game,2024-11-21 03:38:15,5114.8179,+100.3%
87,reddit guy,9kc9MmqMpAHjsY8vnEcEHP2Lhp1iRPZdz3xXtFD3pump,703.7%,703.7%,703.7%,521,470.8K,1.7M,390.05,333,5min,22.78%,0%,-,https://t.me/redditguy,2024-11-21 03:38:15,1.5,+703.7%
88,Just a chill kid,8szWaWL8f9zXuKZ3CTTUcNxffMEHQg3s9YjgDfRGpump,31.36%,75.37%,130.6%,1576,3.5K,59.3K,57.83,643,14h,21.37%,0%,-,https://t.me/chillkidctogroup,2024-11-21 03:38:15,14.2K,+31.39%
89,RAINBOW,64jjv2QhtTbgugWjtzZib3QfqiYDAKkCH47UAPVGpump,224.6%,99999%,99999%,505,196.6K,508.6M,261.06,323,5min,29.41%,0%,-,,2024-11-21 03:38:15,351.9,+224.6%
90,New Rome,Aio2WnHMRhUVDqXZfQf8QGDSgCYvXfiiPLwnBGpdpump,1893.7%,1893.7%,1893.7%,653,175.6K,139.8K,79.01,301,8s,25.67%,2.72% Sell Part,-,,2024-11-21 03:38:15,131K,+1867.8%
91,PhilB Chill Guy,DUstrGofSPeKfwu6uCHYVzrcnEXmCvmtoEvwhCM2pump,30.26%,18.1%,370.4%,1714,2.5K,41.4K,59.52,1356,1h,15.45%,0%,-,,2024-11-21 03:38:15,9625.9463,+30.26%
92,TheOdd1sOut,HH33eE72aNKfYeZLYmoKvtw8qqnJUw7eE8y5iJampump,32.04%,437.3%,3415.9%,593,113.1K,284.4K,106.14,860,46min,20.39%,0%,-,https://t.me/odds1outs,2024-11-21 03:38:15,86.5K,+38.72%
93,y2k,HymoApSh1tJpuXcWdjSFsCh4G7kKwLGnDZRP9hbQpump,77.87%,233.9%,2235.9%,527,95.4K,161.1K,79.01,784,2min,19.14%,0%,-,https://t.me/y2k_public,2024-11-21 03:38:15,69K,+76.19%
94,Everything,Fwx7uxvTy2iNEP8dfiKqJiaXRuJ3sVcEBdPSqbAKTP53,1844.9%,1844.9%,1844.9%,510,407K,464.3K,200.21,452,5min,7.91%,0% Add Liquidity,-,,2024-11-21 03:38:15,440.4K,+1844.9%
95,Nala cat,HHNsijAnkY2gNGytMiZux5LM2W5v4LPh5e82RnXso2yP,3951.3%,4608.1%,4608.1%,581,124.9K,5.6M,269.59,408,10min,11.78%,42.31% Remove Liquidity,-,,2024-11-21 03:38:15,5.5,+3951.3%
96,Chillfine,7gweJKYVYMZHQxYMgFLFSbmKvfisuXq4xGBhizuRpump,130.6%,130.6%,130.6%,517,50.9K,211.9K,81.62,282,3min,12.63%,0% Add Liquidity,-,https://t.me/ChillinNFine,2024-11-21 03:38:15,118.6K,+129.1%
97,steeze,8zcNCfTz6dvZkDDsuFRi2Pxg62V8MD1KxAoBrMvcpump,51.85%,507.8%,966.5%,514,45.5K,461.6K,177.98,1749,1d,22.12%,0%,-,https://t.me/steeze_cto,2024-11-21 03:38:15,157.6K,+51.85%
98,Duck On Costume,As3xKu5Ed8QEVeoE5frUwYot6ceDnGJnjLyePe2Apump,41.55%,976.3%,976.3%,522,62.1K,136.5K,79.01,282,2min,13.37%,4.02% Sell Part,-,,2024-11-21 03:38:15,40.1K,+41.55%
99,Kerope,G7MJbB14hHm4LCzBptJSynMi6jUac6dB5dybXzFhkrMG,30.04%,-21.05%,-91.14%,563,38.1K,500.9K,310.06,7068,11h,3.25%,0% Add Liquidity,-,https://t.me/Kerope_Portal,2024-11-21 03:38:15,115.7K,+30.04%
100,hillipB,DfhiU8aUSeAs6zEwxQJHX35ZMGUp6pp2svb71a2vpump,215.1%,215.1%,215.1%,510,352K,651K,389.7,330,4min,9.91%,0%,-,,2024-11-21 03:38:15,444.4K,+215.1%
101,Be like Bill,958pQVwCN3BaBMj1HKGeiMVvjhE9p1KejD3h7ZPMpump,112.5%,2857.5%,2857.5%,509,108.3K,206.9K,79.01,374,3min,22.08%,0%,-,https://t.me/thisisbillonsolana,2024-11-21 03:38:15,109.5K,+112.5%
102,Not A Chill Guy,3LNQD9bZjiNhS2ZAgBdMoHZ1rYK7k8XdEetnGogTpump,75.03%,194.1%,193.2%,508,299.7K,900.2K,335.22,6999,1d,15.34%,0%,-,https://t.me/notchillcto,2024-11-21 03:38:15,385.9K,+75.03%
103,CHILWIFHAT,EZHekNiYbwNBd74iaypRLxheWaQDRQ1xcnjysQy9pump,173.7%,1465.8%,1465.8%,509,47.8K,400.6K,159.36,270,5min,13.3%,0%,-,,2024-11-21 03:38:15,256.6K,+181.2%
104,simp,Gr11mosZNZjwpqnemXNnWs9E2Bnv7R6vzaKwJTdjo8zQ,53.03%,35.64%,1127%,1009,194.9K,1.6M,258.63,6243,6h,21.96%,1.52% Add Liquidity,-,https://t.me/simpcoinonsol,2024-11-21 03:38:15,550.9K,+53.03%
